X Y Z sizeX sizeY sizeZ
12 14 14 2 2 1
18 36 14 2 2 1
30 8 14 2 2 1
32 36 14 2 2 1
36 36 14 2 2 1
12 8 14 4 1 1
12 11 14 4 1 1
12 34 14 4 1 1
12 37 14 4 1 1
16 14 14 4 1 1
16 31 14 4 1 1
20 14 14 4 1 1
20 31 14 4 1 1
24 14 14 4 1 1
24 31 14 4 1 1
28 14 14 4 1 1
28 31 14 4 1 1
14 16 14 1 4 1
14 20 14 1 4 1
14 24 14 1 4 1
14 28 14 1 4 1
31 16 14 1 4 1
31 20 14 1 4 1
31 24 14 1 4 1
34 12 14 1 4 1
37 12 14 1 4 1
9 11 14 3 1 1
9 34 14 3 1 1
8 8 14 3 1 1
8 37 14 3 1 1
34 9 14 1 3 1
31 28 14 1 3 1
37 8 14 1 3 1
8 17 14 2 1 1
14 14 14 2 1 1
16 36 14 2 1 1
28 9 14 2 1 1
34 36 14 2 1 1
36 28 14 2 1 1
36 35 14 2 1 1
9 16 14 1 1 1
14 15 14 1 1 1
15 31 14 1 1 1
17 37 14 1 1 1
28 8 14 1 1 1
31 15 14 1 1 1
35 37 14 1 1 1
36 29 14 1 1 1
36 34 14 1 1 1
10 16 15 2 8 1
10 24 15 2 8 1
12 16 15 2 8 1
12 24 15 2 8 1
14 16 15 2 8 1
14 24 15 2 8 1
30 16 15 2 8 1
30 24 15 2 8 1
32 16 15 2 8 1
32 24 15 2 8 1
34 16 15 2 8 1
34 24 15 2 8 1
16 10 15 8 2 1
16 12 15 8 2 1
16 14 15 8 2 1
16 30 15 8 2 1
16 32 15 8 2 1
16 34 15 8 2 1
24 10 15 8 2 1
24 12 15 8 2 1
24 14 15 8 2 1
24 32 15 8 2 1
24 34 15 8 2 1
10 12 15 2 4 1
10 32 15 2 4 1
12 12 15 2 4 1
12 32 15 2 4 1
14 12 15 2 4 1
14 32 15 2 4 1
32 12 15 2 4 1
32 32 15 2 4 1
34 12 15 2 4 1
34 32 15 2 4 1
12 10 15 4 2 1
24 30 15 4 2 1
32 10 15 4 2 1
10 10 15 2 2 1
28 30 15 2 2 1
9 8 15 1 4 1
9 12 15 1 4 1
9 16 15 1 4 1
9 20 15 1 4 1
9 24 15 1 4 1
9 28 15 1 4 1
9 32 15 1 4 1
36 8 15 1 4 1
36 12 15 1 4 1
36 16 15 1 4 1
36 20 15 1 4 1
36 24 15 1 4 1
36 28 15 1 4 1
36 32 15 1 4 1
12 9 15 4 1 1
12 36 15 4 1 1
16 9 15 4 1 1
16 36 15 4 1 1
20 9 15 4 1 1
20 36 15 4 1 1
24 9 15 4 1 1
24 36 15 4 1 1
28 9 15 4 1 1
28 36 15 4 1 1
32 9 15 4 1 1
32 36 15 4 1 1
9 36 15 3 1 1
36 36 15 1 2 1
10 9 15 2 1 1
8 14 15 1 1 1
8 31 15 1 1 1
9 37 15 1 1 1
14 8 15 1 1 1
14 37 15 1 1 1
31 8 15 1 1 1
31 37 15 1 1 1
37 14 15 1 1 1
37 31 15 1 1 1
16 10 16 8 2 1
16 12 16 8 2 1
16 14 16 8 2 1
16 30 16 8 2 1
16 32 16 8 2 1
16 34 16 8 2 1
24 10 16 8 2 1
24 12 16 8 2 1
24 14 16 8 2 1
24 30 16 8 2 1
24 32 16 8 2 1
24 34 16 8 2 1
10 16 16 2 8 1
10 24 16 2 8 1
12 16 16 2 8 1
12 24 16 2 8 1
14 16 16 2 8 1
14 24 16 2 8 1
30 16 16 2 8 1
32 16 16 2 8 1
32 24 16 2 8 1
34 16 16 2 8 1
34 24 16 2 8 1
12 10 16 4 2 1
12 12 16 4 2 1
12 14 16 4 2 1
12 32 16 4 2 1
12 34 16 4 2 1
32 10 16 4 2 1
32 12 16 4 2 1
32 14 16 4 2 1
32 32 16 4 2 1
32 34 16 4 2 1
10 12 16 2 4 1
10 32 16 2 4 1
30 24 16 2 4 1
10 10 16 2 2 1
30 28 16 2 2 1
14 36 16 3 1 1
29 9 16 3 1 1
9 14 16 1 3 1
9 29 16 1 3 1
36 14 16 1 3 1
36 29 16 1 3 1
14 9 16 2 1 1
30 36 16 2 1 1
9 9 16 2 1 1
9 36 16 2 1 1
35 9 16 2 1 1
35 36 16 2 1 1
9 10 16 1 1 1
9 18 16 1 1 1
9 21 16 1 1 1
9 25 16 1 1 1
9 35 16 1 1 1
24 36 16 1 1 1
36 10 16 1 1 1
36 18 16 1 1 1
36 21 16 1 1 1
36 35 16 1 1 1
10 16 17 2 8 1
10 24 17 2 8 1
12 16 17 2 8 1
12 24 17 2 8 1
14 16 17 2 8 1
14 24 17 2 8 1
30 16 17 2 8 1
30 24 17 2 8 1
32 16 17 2 8 1
32 24 17 2 8 1
34 16 17 2 8 1
34 24 17 2 8 1
16 10 17 8 2 1
16 12 17 8 2 1
16 14 17 8 2 1
16 30 17 8 2 1
16 32 17 8 2 1
16 34 17 8 2 1
24 10 17 8 2 1
24 12 17 8 2 1
24 14 17 8 2 1
24 32 17 8 2 1
24 34 17 8 2 1
10 12 17 2 4 1
10 32 17 2 4 1
12 12 17 2 4 1
12 32 17 2 4 1
14 12 17 2 4 1
14 32 17 2 4 1
32 12 17 2 4 1
32 32 17 2 4 1
34 12 17 2 4 1
34 32 17 2 4 1
12 10 17 4 2 1
24 30 17 4 2 1
32 10 17 4 2 1
10 10 17 2 2 1
28 30 17 2 2 1
16 16 17 1 4 1
16 20 17 1 4 1
16 24 17 1 4 1
29 16 17 1 4 1
29 20 17 1 4 1
29 24 17 1 4 1
16 29 17 4 1 1
20 16 17 4 1 1
20 29 17 4 1 1
24 16 17 4 1 1
24 29 17 4 1 1
17 16 17 3 1 1
29 28 17 1 2 1
16 28 17 1 1 1
28 16 17 1 1 1
28 29 17 1 1 1
16 10 18 8 2 1
16 12 18 8 2 1
16 14 18 8 2 1
16 30 18 8 2 1
16 32 18 8 2 1
16 34 18 8 2 1
24 10 18 8 2 1
24 12 18 8 2 1
24 14 18 8 2 1
24 30 18 8 2 1
24 32 18 8 2 1
24 34 18 8 2 1
10 16 18 2 8 1
10 24 18 2 8 1
12 16 18 2 8 1
12 24 18 2 8 1
14 16 18 2 8 1
14 24 18 2 8 1
30 16 18 2 8 1
32 16 18 2 8 1
32 24 18 2 8 1
34 16 18 2 8 1
34 24 18 2 8 1
12 10 18 4 2 1
12 12 18 4 2 1
12 14 18 4 2 1
12 32 18 4 2 1
12 34 18 4 2 1
32 10 18 4 2 1
32 12 18 4 2 1
32 14 18 4 2 1
32 32 18 4 2 1
32 34 18 4 2 1
10 12 18 2 4 1
10 32 18 2 4 1
30 24 18 2 4 1
10 10 18 2 2 1
30 28 18 2 2 1
16 16 18 4 1 1
16 29 18 4 1 1
20 16 18 4 1 1
20 29 18 4 1 1
24 16 18 4 1 1
24 29 18 4 1 1
16 20 18 1 4 1
16 24 18 1 4 1
29 16 18 1 4 1
29 20 18 1 4 1
29 24 18 1 4 1
16 17 18 1 3 1
28 29 18 2 1 1
16 28 18 1 1 1
28 16 18 1 1 1
29 28 18 1 1 1
10 16 19 2 8 1
10 24 19 2 8 1
12 16 19 2 8 1
12 24 19 2 8 1
14 16 19 2 8 1
14 24 19 2 8 1
16 16 19 2 8 1
16 24 19 2 8 1
28 16 19 2 8 1
28 24 19 2 8 1
30 16 19 2 8 1
30 24 19 2 8 1
32 16 19 2 8 1
32 24 19 2 8 1
34 16 19 2 8 1
34 24 19 2 8 1
18 9 19 2 8 1
18 28 19 2 8 1
20 9 19 2 8 1
20 28 19 2 8 1
22 9 19 2 8 1
22 28 19 2 8 1
24 9 19 2 8 1
24 28 19 2 8 1
26 9 19 2 8 1
26 28 19 2 8 1
9 10 19 8 2 1
9 12 19 8 2 1
9 14 19 8 2 1
9 32 19 8 2 1
9 34 19 8 2 1
28 9 19 8 2 1
28 11 19 8 2 1
28 13 19 8 2 1
28 32 19 8 2 1
28 34 19 8 2 1
9 16 19 1 4 1
9 20 19 1 4 1
9 24 19 1 4 1
9 28 19 1 4 1
17 12 19 1 4 1
17 32 19 1 4 1
36 12 19 1 4 1
36 16 19 1 4 1
36 20 19 1 4 1
36 24 19 1 4 1
36 28 19 1 4 1
36 32 19 1 4 1
12 9 19 4 1 1
12 36 19 4 1 1
16 36 19 4 1 1
20 17 19 4 1 1
20 36 19 4 1 1
24 17 19 4 1 1
24 36 19 4 1 1
28 15 19 4 1 1
28 36 19 4 1 1
32 15 19 4 1 1
32 36 19 4 1 1
17 9 19 1 3 1
36 10 19 1 2 1
10 9 19 2 1 1
10 36 19 2 1 1
18 17 19 2 1 1
16 9 19 1 1 1
16 10 20 8 2 1
16 12 20 8 2 1
16 14 20 8 2 1
16 16 20 8 2 1
16 28 20 8 2 1
16 30 20 8 2 1
16 32 20 8 2 1
16 34 20 8 2 1
24 10 20 8 2 1
24 12 20 8 2 1
24 14 20 8 2 1
24 16 20 8 2 1
24 28 20 8 2 1
24 30 20 8 2 1
24 32 20 8 2 1
24 34 20 8 2 1
9 18 20 8 2 1
9 20 20 8 2 1
9 22 20 8 2 1
9 24 20 8 2 1
9 26 20 8 2 1
28 18 20 8 2 1
28 20 20 8 2 1
28 22 20 8 2 1
28 24 20 8 2 1
28 26 20 8 2 1
9 10 20 2 8 1
9 28 20 2 8 1
11 9 20 2 8 1
11 28 20 2 8 1
13 9 20 2 8 1
13 28 20 2 8 1
32 9 20 2 8 1
32 28 20 2 8 1
34 9 20 2 8 1
34 28 20 2 8 1
12 17 20 4 1 1
12 36 20 4 1 1
16 9 20 4 1 1
16 36 20 4 1 1
20 9 20 4 1 1
20 36 20 4 1 1
24 9 20 4 1 1
24 36 20 4 1 1
28 9 20 4 1 1
28 36 20 4 1 1
32 17 20 4 1 1
32 36 20 4 1 1
15 12 20 1 4 1
15 28 20 1 4 1
15 32 20 1 4 1
17 20 20 1 4 1
17 24 20 1 4 1
36 12 20 1 4 1
36 16 20 1 4 1
36 20 20 1 4 1
36 24 20 1 4 1
36 28 20 1 4 1
36 32 20 1 4 1
15 9 20 1 3 1
10 36 20 2 1 1
17 18 20 1 2 1
36 10 20 1 2 1
10 9 20 1 1 1
11 17 20 1 1 1
15 16 20 1 1 1
